OBJECTID,PostalCode,TotalVaccinated,VaccinatedAge75Up,VaccinatedAge65To74,VaccinatedAge55To64,VaccinatedAge45To54,VaccinatedAge35To44,VaccinatedAge25To34,VaccinatedAge15To24,VaccinatedAge0To14,StartDate,CreateDate
2744,85053,13353,1191,1926,2234,2043,1935,2044,1635,345,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2745,85353,20099,764,1509,2655,3371,3848,3478,3513,961,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2746,85207,26374,3569,5208,5664,3920,2648,2262,2539,564,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2747,85031,14992,678,1296,2142,2581,2308,2285,2906,796,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2748,85286,28905,1299,2563,4119,5859,5723,3787,4268,1287,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2749,85043,16849,520,1182,2226,3006,3102,2961,3044,808,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2750,85233,21897,1501,2812,3881,3416,3514,3485,2640,648,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2751,85303,16354,766,1672,2552,2906,2572,2464,2770,652,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2752,85383,38121,3476,6420,6659,6748,5876,3226,4356,1360,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2753,85339,24545,1094,2246,3568,4467,4512,3636,3852,1170,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2754,85295,25635,1148,2024,3410,5097,4978,3905,4046,1027,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2755,85302,19472,2120,2779,3196,2930,2664,2811,2466,506,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2756,85212,24463,1587,3094,3757,4218,4459,3216,3277,855,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2757,85226,26118,1582,2915,4648,4015,4264,4508,3340,846,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2758,85392,19637,1180,2227,3092,3347,3008,2955,3074,754,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2759,85296,25493,1639,2426,3917,4527,4840,3666,3602,876,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2760,85016,23739,2072,2856,3548,3357,3969,5249,2253,435,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2761,85021,20380,2175,2533,3220,3073,3365,2881,2484,649,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2762,85379,22371,1569,2805,3174,4254,3741,2629,3342,857,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2763,85015,19343,1176,1965,2936,3064,3469,3516,2568,649,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2764,85051,20482,1466,2107,3293,3476,3231,3196,2966,747,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2765,85017,17173,704,1316,2338,3024,2683,2661,3682,765,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2766,85029,21394,1997,2602,3600,3268,3266,3266,2737,658,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2767,85042,23912,1398,2785,3979,3989,3799,3929,3215,818,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2768,85027,18532,1238,2315,2984,2750,3387,3602,1849,407,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2769,85202,20115,1555,2504,2890,2829,3299,4101,2439,498,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2770,85210,18594,995,2007,2883,2809,3119,3648,2599,534,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2771,85323,20985,924,1899,3084,3555,3663,3462,3443,955,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2772,85022,26807,2738,4273,4755,3687,3847,4200,2695,612,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2773,85224,27414,2204,3444,4488,4117,4566,4834,3030,731,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2774,85283,25979,2123,3282,3612,3518,4357,5205,3231,651,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2775,85251,25182,3039,3153,3722,3144,3651,5719,2400,354,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2776,85234,26740,2058,3319,4607,4400,4198,3591,3673,894,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2777,85338,32659,2336,4990,5485,5338,5087,4071,4222,1130,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2778,85201,24386,1971,2561,3575,3539,3806,4656,3546,732,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2779,85037,24376,969,1967,3430,4348,4085,4135,4374,1068,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2780,85035,22792,889,1698,3037,3915,3723,3950,4382,1198,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2781,85041,31823,1653,3016,4839,5318,5571,5039,4925,1462,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2782,85308,36334,3550,5690,6540,5326,4715,5557,4134,822,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2783,85345,28952,2645,4219,5253,4351,4135,4049,3530,770,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2784,85033,26276,1092,1911,3712,4541,4209,4275,5104,1432,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2785,85009,23610,1100,2045,3571,4123,3760,3717,4159,1135,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2786,85008,28491,1070,2144,4023,4662,5071,6434,4157,930,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2787,85204,28791,2030,3398,4477,4355,4628,4684,4262,957,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2788,85032,36725,3188,4904,6036,5555,6180,5881,3993,988,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2789,85326,31478,2016,3975,4728,5256,5237,4696,4412,1158,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2790,85301,26522,1626,2612,4178,4435,4150,4077,4340,1104,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2791,85282,29824,2986,3087,3776,3401,4353,7086,4600,535,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2792,85225,38344,2291,4303,6282,6308,6392,6537,5010,1221,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2793,85281,34813,1042,1831,2714,2726,3914,10853,11353,380,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2794,85248,28129,7699,6140,3998,3349,2578,1602,2099,664,2021/09/30 19:20:06+00,2021/09/30 19:20:06+00
2795,85190,,,,,,,,,,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2796,85333,,,,,,,,,,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2797,85139,4,0,,0,0,,,0,0,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2798,85343,118,20,17,16,20,20,10,14,,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2799,85377,2816,868,959,552,159,79,102,84,13,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2800,85263,3275,1041,1321,706,84,34,42,38,,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2801,85322,290,38,53,58,37,33,38,23,10,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2802,85320,1022,62,68,99,109,181,358,130,15,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2803,85264,851,50,116,158,113,144,107,124,39,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2804,85342,605,130,174,95,72,48,38,41,,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2805,85375,23783,11980,8294,2551,425,212,170,132,19,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2806,85351,23280,10427,8364,3339,561,247,223,108,11,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2807,85337,1246,119,213,207,185,170,162,139,51,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2808,85262,10914,2071,3516,2762,1111,423,435,494,102,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2809,85266,9276,2297,2608,1901,1003,384,321,610,152,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2810,85363,3560,506,471,539,493,452,395,592,112,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2811,85045,5643,332,635,1207,1164,683,492,891,239,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2812,85361,2669,305,594,574,398,258,193,272,75,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2813,85390,4574,1373,1513,820,317,189,166,170,26,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2814,85256,3253,128,274,452,413,569,614,580,223,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2815,85378,4699,918,1051,724,541,511,446,408,100,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2816,85087,4146,488,916,812,681,459,255,419,116,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2817,85373,12102,4589,3512,1604,777,650,422,431,117,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2818,85034,3013,153,355,422,412,485,713,398,75,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2819,85354,2778,212,464,509,467,352,284,373,117,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2820,85253,13173,2280,2538,2628,1767,1113,1100,1411,336,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2821,85387,9823,2531,2762,1414,966,769,740,512,129,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2822,85012,7945,551,806,1018,1248,1679,1783,718,142,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2823,85355,5959,404,903,1076,1109,907,562,826,172,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2824,85268,16644,3963,4634,3579,1687,927,746,921,187,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2825,85215,11073,2753,2711,2050,1094,821,800,675,169,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2826,85028,13581,1937,2472,2467,2003,1908,1330,1151,313,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2827,85004,6481,295,511,722,769,1091,1952,1073,68,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2828,85003,5910,307,778,1060,915,1010,1223,521,96,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2829,85284,13666,1183,2385,2576,2052,1882,1554,1606,428,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2830,85258,19321,4332,4189,3302,2273,1898,1620,1379,328,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2831,85250,11726,2046,2105,1975,1387,1513,1669,822,209,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2832,85259,16530,2254,3272,3452,2349,1576,1360,1792,475,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2833,85083,11267,726,1440,1983,2380,1834,904,1520,480,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2834,85007,9280,524,999,1476,1367,1528,1536,1548,302,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2835,85054,5843,523,826,890,762,883,1410,481,68,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2836,85307,4625,250,500,721,778,707,817,684,168,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2837,85331,18924,2397,3950,4119,3142,1869,1119,1852,476,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2838,85310,10721,968,1756,2262,1737,1428,1091,1192,287,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2839,85305,8666,589,999,1367,1462,1278,1460,1264,247,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2840,85249,30035,3568,3965,4422,6214,4268,1871,4359,1368,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2841,85255,33420,5717,6325,6797,5214,3009,2345,3264,749,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2842,85050,21117,2403,2562,3103,3809,3749,2319,2370,802,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2843,85085,15699,884,1718,2287,2858,3243,2398,1727,584,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2844,85381,14492,2051,2330,2640,1965,1775,1795,1622,314,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2845,85013,14090,887,1611,2058,2141,2610,3135,1380,268,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2846,85396,18010,2091,4701,3171,2312,2196,1499,1620,420,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2847,85298,22755,2364,3370,3126,4508,3930,1549,2895,1013,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2848,85374,27725,9721,7031,3406,2216,1734,1602,1701,314,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2849,85086,21205,2878,3940,3980,3532,2343,1399,2532,601,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2850,85208,18831,3996,3800,2958,2291,1919,1766,1698,403,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2851,85024,14605,931,1683,2387,2391,2610,2620,1579,404,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2852,85260,25792,3800,4240,4335,3844,3307,3230,2415,621,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2853,85304,14258,1534,2389,2570,2078,1885,1725,1716,361,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2854,85014,15317,1034,1735,2230,2240,2757,3424,1587,310,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2855,85020,20853,2675,3238,3581,3164,3084,2774,1878,459,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2856,85395,22959,4288,5127,3284,3107,2738,1729,2072,614,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2857,85388,14084,1075,1935,2091,2633,2248,1408,2165,529,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2858,85297,18265,1055,1732,2304,3823,3722,1851,2924,854,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2859,85006,12448,528,1188,1823,1987,2304,2702,1569,347,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2860,85206,21411,5269,4413,3138,1993,2024,2555,1673,346,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2861,85019,12826,675,1088,1933,2244,1985,1948,2341,612,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2862,85306,11577,1281,1778,2055,1659,1524,1710,1319,251,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2863,85213,19170,2541,3445,3230,2492,2563,2256,2156,487,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2864,85340,18858,1769,2485,3017,3439,2766,1978,2691,713,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2865,85018,24683,2316,3168,3982,3942,4249,3994,2389,643,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2866,85335,15440,1071,1850,2195,2500,2509,2335,2375,605,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2867,85209,25136,5880,4873,3361,3004,2656,2626,2268,468,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2868,85257,17904,2186,2406,2782,2194,2530,3907,1644,255,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2869,85205,24809,5021,5661,4490,2561,2501,2351,1817,407,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2870,85254,31518,3850,5280,5635,4688,4633,3499,3084,849,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2871,85382,24635,4817,4253,3770,3295,2859,2552,2535,554,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2872,85048,22984,1500,2966,4763,3958,3184,2624,3181,808,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2873,85203,16877,1416,2142,2683,2331,2773,2669,2298,565,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2874,85040,15901,802,1531,2355,2579,2645,2954,2403,632,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2875,85044,24967,2378,3725,4403,3700,3729,3607,2739,686,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2876,85023,17753,1716,2419,2878,2578,2915,2733,1973,541,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2877,85053,13447,1200,1930,2242,2055,1951,2067,1653,349,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2878,85353,20254,764,1522,2669,3387,3871,3515,3554,972,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2879,85207,26545,3586,5235,5689,3944,2661,2297,2559,574,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2880,85031,15167,685,1298,2164,2595,2343,2315,2953,814,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2881,85286,29056,1311,2574,4137,5875,5759,3808,4299,1293,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2882,85043,17010,523,1187,2230,3035,3137,3004,3076,818,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2883,85233,22013,1512,2822,3895,3431,3532,3518,2651,652,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2884,85303,16462,771,1678,2560,2919,2591,2497,2790,656,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2885,85383,38293,3492,6446,6680,6771,5901,3254,4378,1371,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2886,85339,24748,1103,2256,3586,4504,4543,3680,3888,1188,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2887,85295,25811,1154,2038,3426,5126,5009,3947,4085,1026,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2888,85302,19611,2131,2791,3218,2943,2684,2841,2493,510,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2889,85212,24593,1593,3112,3778,4235,4469,3245,3297,864,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2890,85226,26245,1592,2932,4650,4036,4289,4534,3364,848,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2891,85392,19792,1188,2237,3110,3370,3031,2988,3106,762,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2892,85296,25633,1649,2433,3932,4544,4871,3697,3622,885,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2893,85016,23846,2077,2865,3559,3372,3996,5276,2264,437,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2894,85021,20513,2183,2545,3227,3086,3394,2917,2500,661,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2895,85379,22500,1575,2821,3185,4281,3763,2654,3363,858,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2896,85015,19536,1185,1972,2956,3094,3510,3563,2598,658,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2897,85051,20664,1473,2124,3312,3501,3268,3229,3004,753,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2898,85017,17351,710,1320,2350,3044,2717,2697,3735,778,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2899,85029,21545,2004,2610,3622,3293,3291,3301,2765,659,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2900,85042,24077,1409,2792,3994,4016,3831,3965,3242,828,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2901,85027,18671,1242,2331,3002,2767,3414,3633,1871,411,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2902,85202,20259,1565,2517,2897,2847,3329,4124,2470,510,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2903,85210,18744,1004,2015,2896,2826,3151,3694,2617,541,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2904,85323,21148,933,1902,3095,3575,3702,3505,3475,961,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2905,85022,26942,2753,4284,4773,3701,3872,4228,2715,616,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2906,85224,27563,2217,3448,4514,4135,4596,4873,3043,737,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2907,85283,26130,2133,3298,3619,3538,4385,5234,3260,663,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2908,85251,25298,3061,3170,3732,3153,3670,5750,2414,348,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2909,85234,26859,2069,3332,4621,4420,4221,3610,3688,898,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2910,85338,32827,2345,5009,5497,5372,5127,4094,4246,1137,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2911,85201,24553,1983,2572,3593,3555,3837,4706,3566,741,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2912,85037,24597,970,1985,3450,4366,4127,4185,4430,1084,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2913,85035,22986,895,1707,3044,3945,3754,4009,4424,1208,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2914,85041,32097,1664,3028,4864,5348,5616,5105,4989,1483,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2915,85308,36538,3575,5706,6561,5350,4756,5598,4159,833,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2916,85345,29152,2657,4238,5276,4380,4171,4090,3559,781,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2917,85033,26582,1098,1927,3728,4575,4262,4343,5189,1460,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2918,85009,23833,1110,2060,3592,4152,3803,3760,4208,1148,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2919,85008,28725,1073,2155,4050,4695,5112,6487,4209,944,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2920,85204,29031,2044,3411,4493,4387,4663,4744,4315,974,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2921,85032,36963,3200,4930,6066,5585,6228,5937,4026,991,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2922,85326,31715,2038,3991,4735,5284,5291,4760,4445,1171,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2923,85301,26793,1639,2621,4201,4471,4207,4135,4405,1114,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2924,85282,30000,3005,3104,3785,3416,4387,7152,4615,536,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2925,85225,38594,2308,4324,6299,6352,6438,6594,5045,1234,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2926,85281,35022,1046,1840,2735,2745,3951,10937,11383,385,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2927,85248,28249,7742,6170,4004,3358,2584,1619,2104,668,2021/10/06 23:50:41+00,2021/10/06 23:50:41+00
2928,85190,,,,,,,,,,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2929,85333,,,,,,,,,,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2930,85139,4,0,,0,0,,,0,0,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2931,85343,118,20,17,16,20,20,10,14,,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2932,85377,2816,868,959,552,159,79,102,84,13,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2933,85263,3275,1041,1321,706,84,34,42,38,,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2934,85322,290,38,53,58,37,33,38,23,10,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2935,85320,1022,62,68,99,109,181,358,130,15,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2936,85264,851,50,116,158,113,144,107,124,39,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2937,85342,605,130,174,95,72,48,38,41,,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2938,85375,23783,11980,8294,2551,425,212,170,132,19,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2939,85351,23280,10427,8364,3339,561,247,223,108,11,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2940,85337,1246,119,213,207,185,170,162,139,51,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2941,85262,10914,2071,3516,2762,1111,423,435,494,102,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2942,85266,9276,2297,2608,1901,1003,384,321,610,152,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2943,85363,3560,506,471,539,493,452,395,592,112,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2944,85045,5643,332,635,1207,1164,683,492,891,239,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2945,85361,2669,305,594,574,398,258,193,272,75,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2946,85390,4574,1373,1513,820,317,189,166,170,26,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2947,85256,3253,128,274,452,413,569,614,580,223,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2948,85378,4699,918,1051,724,541,511,446,408,100,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2949,85087,4146,488,916,812,681,459,255,419,116,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2950,85373,12102,4589,3512,1604,777,650,422,431,117,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2951,85034,3013,153,355,422,412,485,713,398,75,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2952,85354,2778,212,464,509,467,352,284,373,117,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2953,85253,13173,2280,2538,2628,1767,1113,1100,1411,336,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2954,85387,9823,2531,2762,1414,966,769,740,512,129,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2955,85012,7945,551,806,1018,1248,1679,1783,718,142,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2956,85355,5959,404,903,1076,1109,907,562,826,172,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2957,85268,16644,3963,4634,3579,1687,927,746,921,187,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2958,85215,11073,2753,2711,2050,1094,821,800,675,169,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2959,85028,13581,1937,2472,2467,2003,1908,1330,1151,313,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2960,85004,6481,295,511,722,769,1091,1952,1073,68,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2961,85003,5910,307,778,1060,915,1010,1223,521,96,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2962,85284,13666,1183,2385,2576,2052,1882,1554,1606,428,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2963,85258,19321,4332,4189,3302,2273,1898,1620,1379,328,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2964,85250,11726,2046,2105,1975,1387,1513,1669,822,209,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2965,85259,16530,2254,3272,3452,2349,1576,1360,1792,475,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2966,85083,11267,726,1440,1983,2380,1834,904,1520,480,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2967,85007,9280,524,999,1476,1367,1528,1536,1548,302,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2968,85054,5843,523,826,890,762,883,1410,481,68,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2969,85307,4625,250,500,721,778,707,817,684,168,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2970,85331,18924,2397,3950,4119,3142,1869,1119,1852,476,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2971,85310,10721,968,1756,2262,1737,1428,1091,1192,287,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2972,85305,8666,589,999,1367,1462,1278,1460,1264,247,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2973,85249,30035,3568,3965,4422,6214,4268,1871,4359,1368,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2974,85255,33420,5717,6325,6797,5214,3009,2345,3264,749,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
